Supplier,Product Code,Product Name,Case Size,Ingredients,,,,,
Harvey & Brockless,WE028,SNOWDONIA RED STORM 200G,,"Cheese (Milk, Colour Annatto Norbixin)",,,,,
Harvey & Brockless,WE044,SNOWDONIA BLACK BOMBER 2KG,,Cheese (Milk),,,,,
Harvey & Brockless,WE048,SNOWDONIA CHEDDAR SMOKED BEECHWOOD 200G,,Cheese (Milk),,,,,
Harvey & Brockless,WE057,SNOWDONIA 200G AMBER MIST,,"Cheddar Cheese (Milk), Whisky (Natural Colour (Caramel)), Sugar
",,,,,
Harvey & Brockless,WE059,SNOWDONIA GINGER SPICE 200G,,"Cheddar Cheese (Milk), Crystallised Ginger (Stem Ginger, Sugar, Preservative: Sulphur Dioxide (<10 ppm))",,,,,
Harvey & Brockless,WE650,BLACK BOMBER 200G & ONION CHUTNEY 100G,,"Cheese (Milk), Chutney (Caramelised Onions 39% (Rapeseed Oil), Sugar, Muscovado Sugar, White Wine Vinegar (Sulphites), Balsamic Vinegar of Modena 7% (Wine Vinegar, Concentrated Grape Must, (Sulphites), Kibbled Red Onions, Concentrated Lemon Juice, Tapioca Starch, Olive Oil)",,,,,
Harvey & Brockless,WE652,SNOWDONIA EXTRA MATURE CHEDDAR 20KG,,Cheese (Milk),,,,,
Harvey & Brockless,CA507,POKER SPICY CHORIZOx20 WHL 500G SOMERSE,,"Pork, Sausage casings, Cider, Skimmed Milk Powder, Sea Salt, Garlic, Paprika, Chili Flakes, Dextrose, Water, Cayenne Pepper, Starter Culture, Preservatives (Sodium Nitrite, Sodium Nitrate)",,,,,
Harvey & Brockless,IN901,ONIONS SILVERSKIN PICKLED 2X2.25KG,,"Onions, Water, Malt Vinegar (Barley), Acetic Acid, Salt, Malt Extract (Gluten), Sodium Metabisulphite.",,,,,
Harvey & Brockless,MM071,GHERKINS SANDWICH SLICE  3.8L BAYERN GTN,,"Gherkins, water, sugar, vinegar, salt, flavour, mustard seeds, Calcium Chloride, colour [riboflavin]",,,,,
Harvey & Brockless,IN965,LIQUID FREE RANGE EGG WHITE 1KG,,"Egg White, Guar Gum ",,,,,
Harvey & Brockless,IN967,LIQUID FREE RANGE WHOLE EGG 1KG,,Eggs,,,,,
Harvey & Brockless,SC183,STRATHEARN 250G,,"Milk, Starter Cultures, Ripening Cultures, Yeast, Rennet, Brine Wash (Water, Salt, Condiment, Single Malt Whiskey)",,,,,
Harvey & Brockless,IN411,PORCINI & WHITE TRUFFLE CREAM 180G,,"Porcini Edulis, Olive Oil, Salt, Truffle Magnatum, Flavouring, Water, Aroma, Lemon Juice",,,,,
Harvey & Brockless,OG110,OLIVE PITTED BASIL & GARLIC 1KG,,"Halkidiki Olives, Fresh Garlic, Rapeseed Oil, Basil, Lemon Juice, White Wine Vinegar (Sulphites), Salt, water.",,,,,
Harvey & Brockless,IN735,SESAME SEEDS BLACK ROASTED 1KG,,Black Sesame Seeds,,,,,
Harvey & Brockless,IN737,YUZU SEASONING 1KG,,Yuzu juice,,,,,
Harvey & Brockless,IN758,SOY SAUCE YUTAKA TAMARI GLUTEN FREE 5L,,"Water, Soy Bean, Salt, Rice, Alcohol",,,,,
Harvey & Brockless,IN820,SOYBEAN PASTE MISO WHITE 20KG,,"Water, Soybean (35%), Rice, salt",,,,,
Harvey & Brockless,IN895,FISH SAUCE 4.5LTR,,"Anchovy (Fish) (77%), Salt, Sugar",,,,,
Harvey & Brockless,CA649,SOBRASADA BERMONDSEY WHL 1KG CROWN&QUEUE,,"Heritage Breed Pork Fat, Heritage Breed Pork Meat, Sea Salt, Anchovy Oil (Fish), Garlic Powder, Smoked Chilli Powder, Gochugaru Red Pepper Flakes, Tomato Powder, Sweet Paprika, Cayenne Pepper, Dextrose Monohydrate, Chilli Powder, Black Peppercorns, Curing Salt [Sodium Nitrite (6.25%), Salt (93.75%)], Nutmeg, Synthetic Casing, Starter Culture",,,,,
Harvey & Brockless,IN628,CARROT GRATED SHORT CUT 5KG,,Carrots,,,,,
Harvey & Brockless,IN850,CLEMENTINE JUICE 1 LITRE,,Clementines,,,,,
Harvey & Brockless,CA647,COLLAR (COPPA) SPICED WHL 1.9KG TEMPUS,,"Pork meat, Salt, Red Wine, Sodium Nitrite, Black Pepper, Cinnamon, Juniper, Cloves.",,,,,
Harvey & Brockless,CA687,KING PETER HAM SLICED 75G TEMPUS,,"Pork meat, salt, black pepper, Juniper, bay leaf, red wine, Preservative (Sodium Nitrite)",,,,,
Harvey & Brockless,CA689,SALAMI ACHARI SPICED SLICED 75G TEMPUS,,"Pork meat, salt, fennel, black pepper, nigella seed, mace, fenugreek, dextrose, preservatives (Sodium nitrite, sodium nitrate)",,,,,
Harvey & Brockless,CP007,BLACKCURRANT JAM 340G X 6,,"Blackcurrant, Sugar, Pectin",,,,,
Harvey & Brockless,DB213,THE ESTATE DAIRY BUTTER U/S 250G X 20,,Butter (Milk),,,,,
Harvey & Brockless,EG057,RIBBLESDALE SMOKED GOAT SUPERIOR 2KG,,Cheese (Goat Milk),,,,,
Harvey & Brockless,EG070,RIBBLESDALE GOAT ORIGINAL 1KG,,Cheese (Goat Milk),,,,,
Harvey & Brockless,EG259,RIBBLESDALE SUPERIOR GOAT 2KG,,Cheese (Goat Milk),,,,,
Harvey & Brockless,CP003,CHUTNEY APPLE & CIDER 1.3KG,,"Bramley apples, raw cane sugar, onions, cider vinegar, muscovado sugar, sultanas, sea salt,  cider brandy, garlic, chilli, ginger, cinnamon, allspice",,,,,
Harvey & Brockless,CP033,CHUTNEY APRICOT & GINGER 1.3KG,,"Apricots, Bramley Apples, Cider Vinegar, Raw Cane Sugar, Sultanas, Ginger, Sea Salt, Garlic, Red Chillies.",,,,,
Harvey & Brockless,CP042,CHUTNEY MANGO 1.4KG,,"Sugar, mango, sugar cane vinegar, salt, chillies, ginger, garlic",,,,,
Harvey & Brockless,CP087,CHUTNEY TOMATO 1.2KG,,"Tomato, onions, cider vinegar, cane sugar, bramley apples, carrots, dates, tomato puree, sea salt, chilli, garlic, black pepper, allspice, ginger",,,,,
Harvey & Brockless,CP104,FIG RELISH 5KG,,"Figs (Figs, Rice Flour), Spiced Vinegar (Vinegar Cider, Allspice, Clove, Pepper, Black, Cinnamon), Water, Muscovado Sugar, Raw Cane Sugar, Chillies, Cinnamon                                                                                         ",,,,,
Harvey & Brockless,CP124,PICCALILLI 1.2KG,,"Vegetables - Piccalilli (Cauliflower, Onion, Gherkin, Peppers), Mustard (Water, Mustard Seed, Spirit Vinegar, Salt, Tumeric), Cider Vinegar, Raw Cane Sugar, Water, Sea Salt, Corn Flour, Turmeric, Mustard Flour",,,,,
Harvey & Brockless,CP193,BRAMLEY APPLE SAUCE 210G C/6,,"Bramley Apples, Raw Cane Sugar, Cider Vinegar, Concentrated Lemon Juice, Ground Cinnamon, Ground Nutmeg",,,,,
Harvey & Brockless,CP233,APPLE CIDER CHUTNEY 20G X100,,"Bramley Apples, Raw Cane Sugar, Onions, Cider Vinegar, Muscovado Sugar, Sultanas, Sea Salt, Cider Brandy, Garlic, Chillies, Ground Ginger, Ground Cinnamon, Ground Allspice",,,,,
Harvey & Brockless,CP240,CARAMELISED RED ONION CHUTNEY 20G X 100,,"Red Onions, Cider Vinegar, Muscovado Sugar, Raw Cane Sugar, Balsamic Vinegar, Sea Salt, Ground Black Pepper.",,,,,
Harvey & Brockless,CP243,APRICOT GINGER CHUTNEY 20G X 100,,"Apricots, Bramley Apples, Cider Vinegar, Cane Sugar, Sultanas, Ginger, Sea salt, Garlic, Red Chillies",,,,,
Harvey & Brockless,CP245,TRACKLEMENTS CHILLI JAM 28G X 24,,"Raw Cane Sugar, Red Chillies, Red Peppers, Cider Vinegar, Onions, Garlic, Concentrated Lemon Juice, Sea Salt",,,,,
Harvey & Brockless,CP247,APPLE CIDER CHUTNEY 20G X 294,,"Bramley Apples, Raw Cane Sugar, Onions, Cider Vinegar, Muscovado Sugar, Sultanas, Sea Salt, Cider Brandy, Garlic, Chillies, Ground Ginger, Ground Cinnamon, Ground Allspice.",,,,,
Harvey & Brockless,CP251,TRACKLEMENTS COUNTRY GARDEN 320GX6,,"Vegetables (Onions, Carrots, Swede, Turnip, Parsnip), Raw Cane Sugar, Cider Vinegar, Apricots, Bramley Apples, Tomato Puree, Sultanas, Garlic, Sea Salt, Tamarind Paste, Mustard Flour, Chillies, Ginger, Cinnamon, Allspice, Black Pepper",,,,,
Harvey & Brockless,CP253,TRACKLEMENTS FRESH CHILLI JAM 250GX6,,"Raw Cane Sugar, Red Chillies, Red Peppers, Cider Vinegar, Onions, Garlic, Concentrated Lemon Juice, Sea Salt",,,,,
Harvey & Brockless,CP255,CARAMELISED RED ONION RELISH 300GX6,,"Red Onions, Cider Vinegar, Muscovado Sugar, Raw Cane Sugar, Balsamic Vinegar (Red Wine Vinegar, Grape Must), Sea Salt, Black Pepper ",,,,,
Harvey & Brockless,CP257,TRACKLEMENTS STICKY BARBEQUE 230ML X 6,,"Raw Cane Sugar, Cider Vinegar, Tomato Puree, Water, Onions, Soy Sauce (Water, Soybeans, Salt, Sugar, Wheat Flour), Honey, Worcester Sauce (Malt Vinegar [Barley], Soy Sauce (Water, Soybeans, Salt, Sugar, Wheat Flour), Sugar, Onions, Garlic, Tamarind Paste, Anchovies [Fish], Chillies, Cloves, Cardamom, Coriander, Cumin, Ginger, Cinnamon) Mustard (Mustard Flour, Water, Cider Vinegar, Sea Salt, Concentrated Lemon Juice, Raw Cane Sugar, Turmeric), Garlic, Sea Salt, Concentrated Lemon Juice, Black Pepper, Allspice, Smoked Chipotle Chillies.",,,,,
Harvey & Brockless,CP259,CHRISTMAS SPICED CHUTNEY 300G X 6,,"Bramley Apples, Raw Cane Sugar, Onions, Cider Vinegar, Cranberries, Muscovado Sugar, Currants, Sea Salt, Garlic, Chillies, Ginger, Allspice, Nutmeg, Cinnamon",,,,,
Harvey & Brockless,CP301,CARAMELISED ONION MARMALADE 20G X 294,,"Onions, Raw Cane Sugar, Spiced Vinegar (Cider, Cinnamon, Cloves, Ginger), Water, Concentrated Redcurrant Juice, Olive Oil, Citrus Pectin, Lemon Juice",,,,,
Harvey & Brockless,VM123,MUSTARD ENGLISH STRONG 140G C/6,,"Mustard Flour, Water, Cider Vinegar, Sea Salt, Concentrated Lemon Juice, Raw Cane Sugar, Turmeric.",,,,,
Harvey & Brockless,VM126,MUSTARD DIJON SMOOTH 140G C/6,,"Water, Mustard Seeds, Spirit Vinegar, Salt, Acidity Regulator [Citric acid (E330)].",,,,,
Harvey & Brockless,EC663,OLDE SUSSEX 4KG,,Cheese (Milk),,,,,
Harvey & Brockless,EC761,SCRUMPY SUSSEX WITH CIDER 2KG,,"Milk, salt, chives, cider, mixed herbs, garlic, starter culture, vegetarian rennet",,,,,
Harvey & Brockless,EE037,LORD OF THE HUNDREDS 4.4KG,,Cheese (Milk),,,,,
Harvey & Brockless,EB135,DEVON BLUE 1/2 1.8KG,,Cheese (Milk),,,,,
Harvey & Brockless,EE010,BEENLEIGH BLUE 1/2 1.6KG,,Cheese (Sheeps Milk),,,,,
Harvey & Brockless,EB227,BARKHAM BLUE APPROX 800G,,Cheese (Milk),,,,,
Harvey & Brockless,EB371,BARKHAM BLUE BABY 300G,,Cheese (Milk),,,,,
Harvey & Brockless,BI027,BISCUIT CARRS 125G,,"Flour (Wheat Flour, Calcium, Iron, Niacin, Thiamin), Vegetable Oil (Palm), Salt.",,,,,
Harvey & Brockless,BI195,BISCUIT JACOBS TWIN PACK 9.5G C/176,,"Flour (Wheat), Vegetable Oil, Barley and Barley Malt Extract, Glucose Syrup, Salt, Raising Agents (Ammonium Carbonate, Sodium Bicarbonate), Barley Malt Flour, Emulsifier, Wheat Starch.",,,,,
Harvey & Brockless,IN456,NOVATION 2600 25KG,,Starch,,,,,
Harvey & Brockless,CH014,VALRHONA ECLAT LACTEE (7457) 1KG C/244,,"Sugar, cocoa butter, whole milk powder, cocoa beans, emulsifier (soya lecithin), natural vanilla extract.",,,,,
Harvey & Brockless,CH019,VAL JIVARA LACTEE BEANS 40%(4658) 3KG,,"Cocoa butter, whole milk powder, sugar, cocoa beans, brown sugar, natural vanilla extract, emulsifier (sunflower lecithin), barley malt extract",,,,,
Harvey & Brockless,CH027,VAL GUANAJA BEANS 70% (4653) 3KG,,"Cocoa beans, sugar, cocoa butter, emulsifier (sunflower lecithin), natural vanilla extract",,,,,
Harvey & Brockless,CH089,VALRHONA PALET OR (33185) 2KG BON BON,,"Cocoa beans, sugar, water, glucose syrup, cocoa butter, whole condensed milk, concentrated butter (milk), invert sugar, hazelnuts, stabilizer: D-sorbitol, emulsifier (soya lecithin), natural vanilla extract, gold leaf.",,,,,
Harvey & Brockless,CH109,VALRHONA RINETTE IVOIRE (1870) 2KG BON,,"Sugar, hazelnuts, cocoa butter, cocoa beans, whole milk powder, almonds, emulsifier (soya lecithin), natural vanilla extract.",,,,,
Harvey & Brockless,CH115,VALCOEUR LAIT HEART (4329) 2KG BON BON,,"Cocoa butter, sugar, whole milk powder, glucose syrup, cocoa beans, water, whole condensed milk, concentrated butter (milk), invert sugar, hazelnuts, brown sugar, stabilizer: D-sorbitol, natural vanilla extract, emulsifier (soya lecithin), barley malt extract.",,,,,
Harvey & Brockless,CH123,VALRHONA MOULDS VARIOUS,,None,,,,,
Harvey & Brockless,CH139,VAL EQUATORIAL LACTEE BEANS 35% 3KG 466,,"Sugar, cocoa butter, whole milk powder, cocoa beans, emulsifier: sunflower lecithin, natural vanilla extract",,,,,
Harvey & Brockless,CH147,VAL GUANAJA NOIRE BLOCK 70% (0106) 3KG,,"Cocoa beans, sugar, cocoa butter, emulsifier [soya lecithin], natural Vanilla extract
                                                                                                                             ",,,,,
Harvey & Brockless,CH177,VAL ABSOLU GLAZE 39% (2051) 1KG,,"Whole condensed milk, cocoa beans, sugar, glucose syrup, invert sugar, cocoa powder, gelling agent: pectin, emulsifier (sunflower lecithin)",,,,,
Harvey & Brockless,CH193,VAL COCOA PATE BLOCK 100% (0134)3KG,,Cocoa beans,,,,,
Harvey & Brockless,CH205,VAL GRAIN DE CAFE 57% (0573) 1KG,,"Cocoa beans, sugar, cocoa butter, coffee (1,3%), coffee extract, glazing agents (maltodextrin, shellac), emulsifier (soya lecithin), natural vanilla extract.",,,,,
Harvey & Brockless,CH211,VAL CELAYA HOT CHOCOLATE (3209) 1LTR,,"Semi skimmed milk, water, dark chocolate [cocoa beans, sugar, emulsifier [soya lecithin (E322)], natural Vanilla extract], cocoa powder, thickener [Carrageenan] 
                                                                                                                             ",,,,,
Harvey & Brockless,CH213,VAL ABSOLU CRISTAL-CLEAR GLAZE 5010 5KG,,"Water, sugar, glucose syrup, gelling agent: pectin, thickener: carrageenan, acid: citric acid.",,,,,
Harvey & Brockless,CH223,VAL BOULES CREUSES LAIT (1733) C/504,,"Sugar, cocoa butter, whole milk powder, cocoa beans, emulsifier (soya lecithin), natural vanilla extract",,,,,
Harvey & Brockless,CH235,VAL ECLAT NOIR 61% (5112) C/244 1KG,,"Cocoa beans, sugar, cocoa butter, emulsifier (soya lecithin), natural vanilla extract",,,,,
Harvey & Brockless,CH257,VAL ETNAO GUANAJA (14760) C/40,,"Cocoa beans, sugar, water, glucose syrup, cocoa butter, whole condensed milk, concentrated butter (milk), invert sugar, hazelnuts, stabilizer: D-sorbitol, emulsifier (soya lecithin), natural vanilla extract",,,,,
Harvey & Brockless,CH265,VAL ANDOA NOIRE BEANS 70% (12515) 3KG,,"Cocoa beans, cane sugar, cocoa butter, emulsifier: sunflower lecithin.",,,,,
Harvey & Brockless,CH327,VAL EGGS GANACHE TANARIVA MILK 2KG,,"Sugar, cocoa butter, whole milk powder, cocoa beans, glucose syrup, whole condensed milk, concentrated butter (milk), water, invert sugar, stabilizer: D-sorbitol, dried skimmed milk, emulsifier: sunflower lecithin, natural vanilla extract, natural vanilla flavour.",,,,,
Harvey & Brockless,CH348,VAL CHAPKA NOIR (0495) 2KG,,"Sugar, cocoa beans, water, almonds, glucose syrup, cocoa butter, concentrated butter, invert sugar, whole condensed milk, whole milk powder, emulsifier (soya lecithin), stabilizer: D-sorbitol, natural vanilla extract.",,,,,
Harvey & Brockless,CH355,VAL EGGS GIANDUJA FEUILETINE (4110,,"Sugar, whole milk powder, hazelnuts, cocoa butter, cocoa beans, broken pieces of ""cr�pes dentelles"" 5% (wheat flour, sugar, confectioner�s butter (milk), dried skimmed milk, water, raising agent: sodium carbonate, salt, colour: caramel (E150a), barley malt extract, emulsifier: soy lecithin), emulsifier: soy lecithin, natural vanilla extract.",,,,,
Harvey & Brockless,CH384,VAL GINGEMBRETTE (8396) 2KG BON BON,,"Ginger strips (ginger, sugar, dextrose) 61, 9%, cocoa beans, sugar, cocoa butter, concentrated butter (milk), emulsifier (soya lecithin), natural vanilla extract.",,,,,
Harvey & Brockless,CH389,VAL MEDITERRANEEN LAIT (11417) 1KG BON,,"Sugar, cocoa butter, strips of candied orange peel (orange peel, sugar, glucose syrup), hazelnuts, whole milk powder, diced dried apricots (apricot, rice flour, sulphites), cocoa beans, pistachios, emulsifier (soya lecithin), natural vanilla extract. ",,,,,
Harvey & Brockless,CH399,VAL GRANITE FRUIT VIOLETTE 2KG (33702),,"Sugar, cocoa beans, cocoa butter, glucose syrup, pieces of crystallized violets (sugar, natural flowers, acacia gum, violet flavour, colours: E120, E132) (5,5%), blackcurrant puree (Burgundy blackcurrant pulp, sugar) 5%, redcurrant puree (redcurrant pulp, sugar) 5%, stabilizer: D-sorbitol, concentrated butter (milk), whole milk powder, emulsifier (sunflower lecithin), violet flavoring, natural vanilla extract.",,,,,
Harvey & Brockless,CH406,VAL CARAMELIA ESPRIT DE NOEL 12013 2KG,,"Sugar, cocoa butter, caramel (skimmed milk, whey (milk), sugar, butter (milk), flavoring), whole milk powder, cocoa beans, emulsifier (sunflower lecithin). ",,,,,
Harvey & Brockless,CH412,VALRHONA CHARDON MIRABELLE (465) 2KG,,"Sugar, cocoa butter, whole milk powder, water, cherry plum brandy 60% (6,7%), cocoa beans, concentrated butter (milk), emulsifier (soya lecithin), colour (E161b), natural vanilla extract. ",,,,,
Harvey & Brockless,CH415,VALRHONA CHARDON GRAND MARNIER (463) 2KG,,"Sugar, cocoa butter, whole milk powder, Grand Marnier� extract 50% vol. (7, 8%), water, cocoa beans, colour (paprika extract), concentrated butter (milk), emulsifier (soya lecithin), natural vanilla extract.",,,,,
Harvey & Brockless,CH422,VAL SENSATION POP FRAMBOISE (33671) 2KG,,"Cocoa beans, sugar, raspberry puree (raspberry pulp, sugar) 13, 6%, glucose syrup, cocoa butter, concentrated butter (milk), invert sugar, hazelnuts, stabilizer: D-sorbitol, emulsifier (soya lecithin), natural raspberry flavour, natural vanilla extract, colours (E120, E171).",,,,,
Harvey & Brockless,CH424,VALRHONA SENSATION POP PASSION 12071 2KG,,"Sugar, cocoa butter, whole milk powder, passion puree (juice and passion pulp, sugar) 11, 7%, concentrated butter (milk), glucose syrup, invert sugar, cocoa beans, stabilizer: D-sorbitol, emulsifier (sunflower  lecithin), natural vanilla extract, colour (E100).",,,,,
Harvey & Brockless,CH446,VAL CROUSTIBILLE CARAMELIA 11786 2KG,,"Sugar, cocoa butter, malted crunchy cereals (wheat flour, sugar, malted wheat flour, wheat starch, barley malt extract, dried skimmed milk, salt) 18, 1%, caramel (skimmed milk, whey (milk), sugar, butter (milk), flavoring), whole milk powder, cocoa beans, glazing agents (maltodextrin, shellac), emulsifier (soya lecithin). ",,,,,
Harvey & Brockless,CH839,VAL OPALYS BEANS 3KG 33% (8118),,"Cocoa butter, whole milk powder, sugar, emulsifier (soya lecithin), natural vanilla extract.                                                                                                                             ",,,,,
Harvey & Brockless,CH862,FORET NOIRE 2KG 4676 BON BON,,"Cocoa beans, sugar, whole condensed milk, cocoa butter, concentrated butter (milk), half-candied Morello cherry liqueur 15% (cherries, sugar, 40percent proof alcohol containing 3.6% kirsch, water, essential oil of almonds), invert sugar, stabilizer: D-sorbitol, kirsch 50%, cocoa powder, emulsifier (soya lecithin), natural vanilla extract, glazing agent (shellac).",,,,,
Harvey & Brockless,CH864,DARK CHOCOLATE STICK 48% 5.5G 1.6KG 1261,,"Sugar, cocoa paste, cocoa butter, Sunflower lecithin, natural vanilla flavour. ",,,,,
Harvey & Brockless,CH868,VALRHONA ARIAGA DARK 66% (12144) 5KG,,"Cocoa paste, sugar, cocoa butter, emulsifier: lecithin, natural vanilla flavour",,,,,
Harvey & Brockless,CH870,VALRHONA KIDAVOA 50% (13757) 3KG,,"Sugar, Madagascan cocoa beans fermented with fruit, cocoa butter, whole milk powder, emulsifier: sunflower lecithin",,,,,
Harvey & Brockless,CH872,VALRHONA ORELYS 35% (13536) 3KG,,"Cocoa Butter (35.1%), Whole milk Powder, Muscovado Sugar, Brown Sugar, Emulsifier (Sunflower lecithin), Natural Vanilla Extract.",,,,,
Harvey & Brockless,CH874,VALRHONA BAHIBE 46% (9997) 3KG,,"Sugar, cocoa butter, whole milk powder, cocoa beans from the Dominican Republic, emulsifier: sunflower lecithin, natural vanilla extract",,,,,
Harvey & Brockless,CH876,VAL DARK CHOC COOKIE DROPS 60% 5KG(12140,,"Cocoa paste, sugar, emulsifier: lecithin, natural vanilla flavour",,,,,
Harvey & Brockless,CH878,VALRHONA ABINAO 85% (5614) 3KG,,"Cocoa beans, sugar, cocoa butter, emulsifier: sunflower lecithin, natural vanilla extract",,,,,
Harvey & Brockless,CH881,VAL DARK CHOC BAK DROPS 52% (12060) 6KG,,"Cocoa paste, sugar, fat-reduced cocoa powder, emulsifier: lecithin, natural vanilla flavour",,,,,
Harvey & Brockless,CH885,VAL TROPILIA BOX DARK 53%(8515) 12KG,,"Sugar, cocoa beans, cocoa butter, emulsifier: sunflower lecithin, natural vanilla extract.",,,,,
Harvey & Brockless,CH888,VALRHONA ARAGUANI 72% (4656) 3KG,,"Cocoa beans from Venezuela, brown sugar, cocoa butter, emulsifier (sunflower lecithin), vanilla.",,,,,
Harvey & Brockless,CH890,VALRHONA ARIAGA WHITE 30% (12141) 5KG,,"Sugar, cocoa butter, whole milk powder, dried skimmed milk, emulsifier: lecithin, natural vanilla flavour",,,,,
Harvey & Brockless,CH893,VAL INSPIRATION PASSIO FRUIT (15390) 3KG,,"Sugar, Cocoa butter, dried passion fruit juice (sugar, passion fruit), emulsifier (sunflower Leticin),",,,,,
Harvey & Brockless,CH899,VALRHONA GANACHE VANILLE 2KG (33689),,"Sugar, cocoa butter, whole milk powder, cocoa beans, water, glucose syrup, invert sugar, concentrated butter (milk), whole condensed milk, natural vanilla extract, emulsifier: sunflower lecithin, stabilizer: D-sorbitol, colour: turmeric (E100), emulsifier: soya lecithin, natural vanilla flavour",,,,,
Harvey & Brockless,CH901,VALRHONA TRUFFLE RUM COCO (7370) 1KG,,"Sugar, cocoa beans, cocoa butter, coconut 3%, water, glucose syrup, gellied rum 50% (rum, thickener: xanthan gum), 1%, whole condensed milk, concentrated butter (milk), invert sugar, hazelnuts, stabilizer: D-sorbitol, emulsifier (soya lecithin), natural vanilla extract. ",,,,,
Harvey & Brockless,CH903,VALRHONA GANACHE COGNAC (33957) 2KG,,"Sugar, cocoa beans, cocoa butter, water, glucose syrup, whole milk powder, concentrated butter (milk), whole condensed milk, invert sugar, Grand Marnier� extract 50% vol. (3, 3%), emulsifier (sunflower lecithin), stabilizer: D-sorbitol, natural vanilla extract",,,,,
Harvey & Brockless,CH905,VALRHONA CAFE CREME (33840) 2KG,,"Sugar, cocoa butter, whole milk powder, cocoa beans, glucose syrup, whole condensed milk, water, invert sugar, concentrated butter (milk), hazelnuts, stabilizer: D-sorbitol, emulsifier: sunflower lecithin, coffee 0.3%, coffee extract, maltodextrin, natural vanilla extract, glazing agent: shellac",,,,,
Harvey & Brockless,CH907,VALRHONA PRALINE INTENSE IVOIRE 2KG,,"Sugar, cocoa butter, whole milk powder, almonds, hazelnuts, cocoa beans, emulsifier (sunflower lecithin), natural vanilla extract, concentrated butter (milk). ",,,,,
Harvey & Brockless,CH909,VALRHONA PETIT TARTE POIRE CANNE,,"Cocoa butter, sugar, Williams pear pur�e (Williams pear pulp, sugar, anti-oxidant: ascorbic acid, acid: citric acid) 17, 1%, glucose syrup, whole milk powder, dried skimmed milk, concentrated butter (milk), whey (milk), butter (milk), stabilizer: D-sorbitol, emulsifier (sunflower  lecithin), ground cinnamon , 33%, pear flavoring, cocoa beans, natural vanilla extract. ",,,,,
Harvey & Brockless,CH911,VAL INSPIRATION ALMOND (14029) 3KG,,"Sugar, ground almonds 30.6%, cocoa butter 30.5%, emulsifier: soya lecithin",,,,,
Harvey & Brockless,CH913,VALRHONA COCOA POWDER 25KG (32080),,"Cocoa powder, acidity regulator: potassium carbonate (E501)",,,,,
Harvey & Brockless,CH915,VAL PECAN PRALINE 2KG (19972),,"Pecans 50%, sugar, natural vanilla extract, emulsifier (soya lecithin). ",,,,,
Harvey & Brockless,CH917,VAL BISKELIA 34% 3KG (11387),,"Cocoa butter, sugar, whole milk powder, cocoa beans, dried skimmed milk, whey (milk), brown sugar, concentrated butter (milk), butter (milk), emulsifier (soya lecithin), natural vanilla extract, barley malt extract, salt",,,,,
Harvey & Brockless,CH919,VAL RASPBERRY CRUNCHY PEARLS 1KG (26689),,"Sugar, cocoa butter 31.7%, biscuit cereals 11.3% (wheat flour, sugar, wheat malt, wheat starch, raising agent: sodium bicarbonate (E500ii), salt, cocoa butter 0.1%, natural flavouring), raspberry powder 10.1%, maltodextrin, emulsifier: soya lecithin, glazing agent: shellac",,,,,
Harvey & Brockless,CH921,VALRHONA APRON (3817),,None,,,,,
Harvey & Brockless,CH923,NYANGBO 68% GROUND CHOC 2.5KG (32181),,"Cocoa Bean, Sugar, Cocoa Butter, Sunflower Lecithin, Natural Vanilla Extract",,,,,
Harvey & Brockless,CH925,XOCOLINE NOIRE 65% SUGAR FREE 3KG (5904),,"Cocoa Bean, Maltitol, Cocoa Butter, Soya Lecithin, Natural Vanilla Extract",,,,,
Harvey & Brockless,VS003,CHOCOLATE DARK LEAF 70X22MM 17298 C/81,,"Cocoa Bean, Sugar, Cocoa Butter, E100- Yellow Curcumine, Soya Lecithin, Whole Milk Powder, Natural Vanilla Extract, Natural Vanilla Flavour",,,,,
Harvey & Brockless,VS005,VAL WHITE CHOCOLATE SPRAY 400ML (28729),,"Cocoa butter, propellants: E943a, E943b, E944, concentrate (safflower and lemon)",,,,,
Harvey & Brockless,VS007,TRANSFER SHEET HONEYCOMB 400X250MM C/20,,"Cocoa Butter, E100- Yellow Curcumine, Sugar, Whole Milk Powder, Soya Lecithin, Natural Vanilla Flavour",,,,,
Harvey & Brockless,VS009,VAL TEARDROP GARNISH 12673 C/45,,"Cocoa, Sugar, Cocoa Butter, Soya Lecithin, Vanilla Extract",,,,,
Harvey & Brockless,VS011,VAL DARK CHOCOLATE SQUARE 13881 C/63,,"Cocoa Bean, Sugar, Cocoa Butter, Soya Lecithin, Natural Vanilla Extract",,,,,
Harvey & Brockless,VS013,VALRHONA SIGNATURE DESIGN FEE 1 COLOUR,,None,,,,,
Harvey & Brockless,VS015,VALRHONA SIGNATURE DESIGN FEE 2 COLOURS,,None,,,,,
Harvey & Brockless,VS017,VAL PANORAMIC 34 18X18MM C/1920,,"Cocoa, Sugar, Cocoa Butter, Soya Lecithin, Colour (E100), Milk Powder, Vanilla Extract",,,,,
Harvey & Brockless,VS019,VAL TITANIC HAPPY BIRTHDAY C/330,,"Cocoa butter, sugar, whole milk powder, Cocoa Bean, brown sugar, natural vanilla extract, emulsifier : soy lecithin, barley malt extract, coloring agent : E100, natural vanilla flavour",,,,,
