,Supplier,Product Code,Product Name,Case Size,Ingredients,MissingName,MatchedName,Main,CO2perKG
0,"['sugar nan%', 'cocoa butter nan%', 'milk powder nan%', 'emulsifier: soya lecithin nan%', 'flavourings:natural vanilla flavour nan%']",CH009,CALLEBAUT WHITE DROPS 29.5% 2.5KG,,"sugar, cocoa butter, milk powder, emulsifier: soya lecithin, flavourings:natural vanilla flavour","['emulsifier: soya lecithin', 'flavourings:natural vanilla flavour']","['sugar->sugar, white']","['sugar, white', 'cocoa butter', 'milk powder']",1.796
1,"['cocoa mass nan%', 'sugar nan%', 'fat reduced cocoa powder nan%', 'soya lecithin nan%', 'vanilla flavouring nan%']",CH133,CALLEBAUT DARK STRONG DROPS 72.5% 2.5KG,,"cocoa mass, sugar, fat reduced cocoa powder, soya lecithin, vanilla flavouring","['fat reduced cocoa powder', 'soya lecithin', 'vanilla flavouring']","['cocoa mass->cocoa, powder', 'sugar->sugar, white']","['cocoa, powder', 'sugar, white']",3.49
2,"['sugar 42.0%', 'cocoa butter 24.0%', 'whole milk powder 22.5%', 'cocoa mass 11.0%', 'emulsifier  (soya lecithin) 0.5%', 'natural vanilla flavouring . 0.5%']",CH600,CALLEBAUT MILK DROPS 35.1% 10KG,,"sugar (42%), cocoa butter (24%), whole milk powder (22.5%), cocoa mass (11%), emulsifier (<1%) [soya lecithin], natural vanilla flavouring (<1%).","['whole milk powder', 'emulsifier  (soya lecithin)', 'natural vanilla flavouring .']","['sugar->sugar, white', 'cocoa mass->cocoa, powder']","['sugar, white', 'cocoa butter', 'cocoa, powder']",2.172592207792208
3,"['cocoa mass 71.0%', 'sugar 26.0%', 'fat reduced cocoa powder 2.0%', 'emulsifier  (soya lecithin) 0.5%', 'natural vanilla flavouring . 0.5%']",CH602,CALLEBAUT DARK (STRONG) DROPS 72.5% 10KG,,"cocoa mass (71.0%), sugar (26.0%), fat reduced cocoa powder (2%), emulsifier (<1%) [soya lecithin], natural vanilla flavouring (<1%).","['fat reduced cocoa powder', 'emulsifier  (soya lecithin)', 'natural vanilla flavouring .']","['cocoa mass->cocoa, powder', 'sugar->sugar, white']","['cocoa, powder', 'sugar, white']",4.181237113402062
4,"['sugar nan%', 'cocoa mass 71.0%', 'skimmed milk powder nan%', 'fat reduced cocoa powder nan%', 'chocolate nan%', 'dark 2.0%', 'glucose syrup nan%', 'fully hydrogenated vegetable fat nan%', 'colour e150d nan%', 'milk protein nan%', 'emulsifier e471 nan%', 'e472a nan%', 'stabiliser e340ii nan%', 'soya lecithin nan%', 'natural vanilla flavouring nan%']",CH896,CALLEBAUT DARK MOUSSE POWDER 800G,,"sugar, cocoa mass (71%), skimmed milk powder, fat reduced cocoa powder, chocolate, dark (2%), glucose syrup, fully hydrogenated vegetable fat, colour e150d
milk protein, emulsifier e471, e472a, stabiliser e340ii, soya lecithin, natural vanilla flavouring","['skimmed milk powder', 'fat reduced cocoa powder', 'glucose syrup', 'fully hydrogenated vegetable fat', 'colour e150d', 'milk protein', 'emulsifier e471', 'e472a', 'stabiliser e340ii', 'soya lecithin', 'natural vanilla flavouring']","['sugar->sugar, white', 'cocoa mass->cocoa, powder', 'chocolate->chocolate, milk', 'dark->chocolate, dark']","['sugar, white', 'cocoa, powder', 'chocolate, milk', 'chocolate, dark']",4.5799
5,"['apple nan%', 'granulated sugar nan%', 'water nan%', 'balsamic vinegar caramel free nan%', 'tomato puree nan%', 'kibbled onion nan%', 'raisins nan%', 'garlic puree nan%', 'salt nan%', 'apple extract nan%', 'ground ginger puree . nan%']",CP026,PRET PICKLE 6KG,,"apple, granulated sugar, water, balsamic vinegar caramel free, tomato puree, kibbled onion, raisins, garlic puree, salt, apple extract, ground ginger puree .","['balsamic vinegar caramel free', 'tomato puree', 'kibbled onion', 'garlic puree', 'apple extract', 'ground ginger puree .']","['apple->apple, raw, all varieties', 'granulated sugar->sugar, brown', 'raisins->raisins, seedless']","['apple, raw, all varieties', 'sugar, brown', 'water', 'raisins, seedless', 'salt']",1.10608
6,"['quince nan%', 'sugar nan%', 'gelling agent: pectin nan%', 'acidity regulator:citric acid nan%', 'preservative:sodium benzoate nan%']",CP077,MEMBRILLO QUINCE 800G,,"quince,sugar, gelling agent: pectin, acidity regulator:citric acid, preservative:sodium benzoate","['gelling agent: pectin', 'acidity regulator:citric acid', 'preservative:sodium benzoate']","['sugar->sugar, white']","['quince', 'sugar, white']",1.13565
7,"['tomatoes nan%', 'sugar nan%', 'diced red pepper nan%', 'sun dried tomato paste nan%', 'white wine vinegar nan%', 'kibbled onions nan%', 'salt nan%', 'mustard seeds nan%', 'ground ginger nan%', 'rapeseed oil nan%', 'tomato nan%', 'water nan%', 'sal nan%']",CP085,TOMATO & RED PEPPER RELISH 1KG,,"tomatoes, sugar, diced red pepper, sun dried tomato paste (rapeseed oil, tomato, water, salt), white wine vinegar, kibbled onions, salt, mustard seeds, ground ginger","['diced red pepper', 'sun dried tomato paste', 'white wine vinegar', 'kibbled onions', 'ground ginger', 'sal']","['tomatoes->tomato, ripe, raw, origin unknown', 'sugar->sugar, white', 'tomato->tomato, dried']","['tomato, ripe, raw, origin unknown', 'sugar, white', 'salt', 'mustard seeds', 'rapeseed oil', 'tomato, dried', 'water']",1.82404
8,"['apple nan%', 'granulated sugar nan%', 'cider vinegar nan%', 'kibbled onion nan%', 'pectin nan%', 'muscovado sugar nan%', 'sultanas nan%', 'salt nan%', 'ground ginger nan%', 'ground black pepper nan%', 'ground white pepper nan%', 'citric acid nan%', 'sultanas nan%', 'sunflower oi nan%']",CP142,CHUTNEY CARAMELISED APPLE & ONION 1KG,,"apple, granulated sugar, cider vinegar, kibbled onion, pectin, muscovado sugar, sultanas (sultanas, sunflower oil), salt, ground ginger, ground black pepper,ground white pepper, citric acid","['kibbled onion', 'muscovado sugar', 'sultanas', 'ground ginger', 'ground black pepper', 'ground white pepper', 'citric acid', 'sultanas']","['apple->apple, raw, all varieties', 'granulated sugar->sugar, brown', 'cider vinegar->apple cider vinegar', 'pectin->apple pectin', 'sunflower oi->sunflower oil']","['apple, raw, all varieties', 'sugar, brown', 'apple cider vinegar', 'apple pectin', 'salt', 'sunflower oil']",2.1465833333333335
9,"['granulated sugar nan%', 'cider vinegar nan%', 'water nan%', 'pectin nan%', 'red peer iqf nan%', 'chipotle chillies nan%', 'citric acid nan%', 'smoked paprika nan%']",CP150,JELLY SMOKED CHILLI CROXTON MANOR 1KG,,"granulated sugar, cider vinegar, water
pectin, red peer iqf, chipotle chillies, citric acid ,smoked paprika","['red peer iqf', 'chipotle chillies', 'citric acid', 'smoked paprika']","['granulated sugar->sugar, brown', 'cider vinegar->apple cider vinegar', 'pectin->apple pectin']","['sugar, brown', 'apple cider vinegar', 'water', 'apple pectin']",2.0349749999999998
10,"['fig puree 35.0%', 'sugar nan%', 'dark brown sugar nan%', 'water nan%', 'lemon juice concentrate nan%', 'fruit nan%']",CP170,FIG SET FRUIT CONSERVE 200G,,"fig puree (35%), sugar, dark brown sugar, water, lemon juice concentrate, fruit",['fig puree'],"['sugar->sugar, white', 'dark brown sugar->sugar, brown', 'lemon juice concentrate->lemon juice', 'fruit->starfruit']","['sugar, white', 'sugar, brown', 'water', 'lemon juice', 'starfruit']",1.2591199999999998
11,"['damson plum puree 32.0%', 'sugar nan%', 'water nan%', 'lemon juice concentrate nan%', 'fruit pectin nan%', 'natural damson plum flavouring nan%', 'citric acid nan%']",CP173,DAMSON PLUM SET FRUIT CONSERVE 200G,,"damson plum puree (32%), sugar, water, lemon juice concentrate, fruit pectin,
natural damson plum flavouring, citric acid","['damson plum puree', 'fruit pectin', 'natural damson plum flavouring', 'citric acid']","['sugar->sugar, white', 'lemon juice concentrate->lemon juice']","['sugar, white', 'water', 'lemon juice']",1.2340666666666666
12,"['apple puree 31.0%', 'sugar nan%', 'water nan%', 'fruit pectin nan%', 'lemon juice concentrate nan%', 'apple nan%', 'flavouring nan%', 'citric acid nan%']",CP180,CARAMELISED APPLE SET FRUIT CONSERVE 500,,"apple puree (31%), sugar, water, fruit pectin, lemon juice concentrate, apple
flavouring, citric acid","['apple puree', 'fruit pectin', 'flavouring', 'citric acid']","['sugar->sugar, white', 'lemon juice concentrate->lemon juice', 'apple->apple, raw, all varieties']","['sugar, white', 'water', 'lemon juice', 'apple, raw, all varieties']",1.09055
13,"['fig puree 35.0%', 'sugar nan%', 'dark brown sugar nan%', 'water nan%', 'lemon juice concentrate nan%', 'fruit nan%', 'pectin nan%', 'citric acid nan%']",CP182,FIG SET FRUIT CONSERVE 500G,,"fig puree (35%), sugar, dark brown sugar, water, lemon juice concentrate, fruit
pectin, citric acid","['fig puree', 'citric acid']","['sugar->sugar, white', 'dark brown sugar->sugar, brown', 'lemon juice concentrate->lemon juice', 'fruit->starfruit', 'pectin->apple pectin']","['sugar, white', 'sugar, brown', 'water', 'lemon juice', 'starfruit', 'apple pectin']",1.5958499999999998
14,"['orange puree 31.0%', 'sugar nan%', 'water nan%', 'fruit pectin nan%', 'lemon juice concentrate nan%', 'natural nan%', 'bittersweet flavouring nan%', 'natural orange flavouring nan%', 'citric acid nan%']",CP186,BITTER SWEET ORANGE SET CONSERVE 200G,,"orange puree (31%), sugar, water, fruit pectin, lemon juice concentrate, natural
bittersweet flavouring, natural orange flavouring, citric acid","['orange puree', 'fruit pectin', 'bittersweet flavouring', 'natural orange flavouring', 'citric acid']","['sugar->sugar, white', 'lemon juice concentrate->lemon juice', 'natural->natural yoghurt']","['sugar, white', 'water', 'lemon juice', 'natural yoghurt']",1.862275
15,"['tomato nan%', 'sugar nan%', 'onion nan%', 'spirit vinegar nan%', 'tomato paste nan%', 'thickener: maize starch nan%', 'salt nan%', 'sunflower oil nan%', 'coriander nan%', 'garlic nan%', 'cumin nan%', 'fennel nan%', 'fenugreek nan%', 'nigella seeds nan%', 'brown mustard seeds nan%', 'acidity regulator: citric acid nan%', 'turmeric nan%', 'cloves nan%', 'cayenne pepper nan%', 'cardamom nan%', 'tomato nan%', 'tomato juice nan%', 'citric aci nan%']",CP223,SPICY TOMATO & CARAMELISED ONION CHUTNEY,,"tomato [tomato, tomato juice, citric acid], sugar, onion, spirit vinegar, tomato paste, thickener: maize starch, salt, sunflower oil, coriander, garlic, cumin, fennel, fenugreek,, nigella seeds, brown mustard seeds, acidity regulator: citric acid, turmeric, cloves, cayenne pepper, cardamom                                                                                                                            ","['spirit vinegar', 'thickener: maize starch', 'fenugreek', 'nigella seeds', 'brown mustard seeds', 'acidity regulator: citric acid', 'cayenne pepper', 'citric aci']","['tomato->tomato, dried', 'sugar->sugar, white', 'onion->red onion', 'tomato paste->tomato paste, concentrated', 'coriander->coriander, dried', 'garlic->garlic, raw', 'fennel->fennel seeds', 'tomato->tomato, dried', 'tomato juice->tomato juice, canned']","['tomato, dried', 'sugar, white', 'red onion', 'tomato paste, concentrated', 'salt', 'sunflower oil', 'coriander, dried', 'garlic, raw', 'cumin', 'fennel seeds', 'turmeric', 'cloves', 'cardamom', 'tomato, dried', 'tomato juice, canned']",1.2598692307692307
16,"['white sugar nan%', 'water nan%', 'rhubarb puree nan%', 'pectin nan%', 'lemon juice concentrate nan%', 'natural flavouring nan%', 'tricalcium citrate (e330) nan%', 'citric acid nan%']",CP232,RHUBARB FRUIT CONSERVE 500G,,"white sugar, water, rhubarb puree, pectin, lemon juice concentrate, natural flavouring, tricalcium citrate (e330), citric acid","['white sugar', 'rhubarb puree', 'natural flavouring', 'tricalcium citrate (e330)', 'citric acid']","['pectin->apple pectin', 'lemon juice concentrate->lemon juice']","['water', 'apple pectin', 'lemon juice']",1.6605666666666667
17,"['quince nan%', 'sugar nan%', 'gelling agent: pectin nan%', 'acidity regulator:citric acid nan%', 'preservative:benzoic acid nan%']",CP235,MEMBRILLO QUINCE 1.75kg,,"quince,sugar, gelling agent: pectin, acidity regulator:citric acid, preservative:benzoic acid","['gelling agent: pectin', 'acidity regulator:citric acid', 'preservative:benzoic acid']","['sugar->sugar, white']","['quince', 'sugar, white']",1.13565
18,['arbequina extra virgin olive oil nan%'],DA105,OLIVE OIL ARBEQUINA 1LTR DELL'AMI,,arbequina extra virgin olive oil,['arbequina extra virgin olive oil'],,,
19,['riso carnaroli nan%'],DA302,RICE CARNAROLI RISOTTO 1KG DELLAMI,,riso carnaroli,['riso carnaroli'],,,
20,['integral black venus rice nan%'],DA305,RICE BLACK VENERE 1KG TENUTA MARGHERITA,,integral black venus rice,['integral black venus rice'],,,
21,"['refined olive pomace oil nan%', 'refined sunflower oil nan%']",DA406,OIL POMACE LEON/LEFKTRO  5LTR DELLAMI,,"refined olive pomace oil, refined sunflower oil","['refined olive pomace oil', 'refined sunflower oil']",,,
22,"['wine vinegar nan%', 'concentrated grape must nan%', 'colourant: sulphite ammonia caramel e150d nan%']",DA501,VINEGAR BALSAMIC MODENA  5LTR F. ESTENSE,,"wine vinegar, concentrated grape must, colourant: sulphite ammonia caramel e150d","['wine vinegar', 'concentrated grape must', 'colourant: sulphite ammonia caramel e150d']",,,
23,"['cream nan%', 'salt nan%']",DB043,BUTTER NETHEREND SALTED PTN 30GX100,,"cream, salt",,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'salt']",1.23
24,['cream nan%'],DB045,BUTTER NETHEREND UNSALTED PTN 30G X 100,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
25,['cream nan%'],DB047,BUTTER NETHEREND UNSALTED ROLL 250GX20,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
26,['cream nan%'],DB050,BUTTER NETHEREND UNSALTED PTN 10G X 100,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
27,['cream nan%'],DB052,BUTTER NETHEREND UNSALTED PTN 15GX100,,cream,,"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
28,"['cream 98.5%', 'cornish sea salt . 1.5%']",DB058,BUTTER NETHEREND SEA SALTED PTN 20G X100,,"cream (98.50%), cornish sea salt (1.50%).",['cornish sea salt .'],"['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat']",2.14
29,"[""organic cow's cream nan%""]",DB060,BUTTER NETHEREND ORGANIC UNSALTD250GX20,,organic cow's cream,"[""organic cow's cream""]",,,
30,"[""pasteurised cow's milk nan%"", 'lactic starter culture nan%']",DB077,BUTTER ISIGNY PTN 25GX48,,"pasteurised cow's milk, lactic starter culture",['lactic starter culture'],"[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat']",0.61
31,['butter (milk) nan%'],DB082,BUTTER MEGGLE UNSALTED ROLL 8 X 250G,,butter (milk),,['butter (milk)->buttermilk'],['buttermilk'],1.1919
32,"['butter (milk) nan%', 'salt nan%']",DB089,BUTTER SALTED CROXTON MANOR 250GX40,,"butter (milk), salt",,['butter (milk)->buttermilk'],"['buttermilk', 'salt']",0.75595
33,"[""pasteurised cow's cream nan%"", 'lactic ferments nan%']",DB113,BUTTER LESCURE PATISSERIE 1KG X 10,,"pasteurised cow's cream, lactic ferments",['lactic ferments'],"[""pasteurised cow's cream->cream, whipping, 38 % fat""]","['cream, whipping, 38 % fat']",2.14
34,"['water nan%', 'vegetable oils contain nan%', 'salt nan%', 'emulsifier (mono- en diglycerides of fatty acids) nan%', 'acidity regulator (citric acid) nan%', 'flavouring nan%', 'colour (beta carotene) nan%', 'vitamins . nan%', 'sunflower oil nan%', 'rspo palm oi nan%', 'a nan%', 'd nan%']",DB135,SUNFLOWER SPREAD PORTION LT BEBO 400X10G,,"water, vegetable oils contain [sunflower oil ,  rspo palm oil], salt, emulsifier [mono- en diglycerides of fatty acids], acidity regulator [citric acid], flavouring, colour [beta carotene], vitamins [a, d2].","['vegetable oils contain', 'emulsifier (mono- en diglycerides of fatty acids)', 'acidity regulator (citric acid)', 'flavouring', 'colour (beta carotene)', 'vitamins .', 'rspo palm oi', 'a', 'd']",,"['water', 'salt', 'sunflower oil']",1.3601333333333334
35,"['whey cream nan%', 'sea salt nan%', 'dairy culture nan%']",DB168,BUTTER WHEY LICOLNSHIRE POACHER 250G,,"whey cream, sea salt, dairy culture","['whey cream', 'dairy culture']",['sea salt->salt'],['salt'],0.32
36,"['pasteurised cows cream (milk) nan%', 'lactic cultures nan%']",DB200,ESTATE DAIRY PATISSERIE BUTTER 10 X 1KG,,"pasteurised cows cream (milk), lactic cultures ","['pasteurised cows cream (milk)', 'lactic cultures']",,,
37,['butter (milk) nan%'],DB202,BUTTER CLARIFIED 2KG,,butter (milk),,['butter (milk)->buttermilk'],['buttermilk'],1.1919
38,"['double cream (milk) nan%', 'starter cultures nan%', 'salt nan%']",DB206,BUTTER SLIGHTLY SALTED 8X200G,,"double cream (milk), starter cultures, salt","['double cream (milk)', 'starter cultures']",,['salt'],0.32
39,['butter (milk) nan%'],DB210,ARLA PRO BUTTER UNSALTED 250G X 40 F,,butter (milk),,['butter (milk)->buttermilk'],['buttermilk'],1.1919
40,"['pasteurised guernsey cows milk nan%', 'latic cultures nan%']",DB212,THE ESTATE DAIRY BUTTER SALTED 250G X 20,,"pasteurised guernsey cows milk, latic cultures","['pasteurised guernsey cows milk', 'latic cultures']",,,
41,"['butter 63.7%', 'rapeseed oil 25.7%', 'water 6.9%', 'lactic acid culture 2.8%', 'salt 0.9%']",DB214,LURPAK SPREADABLE POTS 8G X 600,,"butter (63.70%),rapeseed oil (25.70%), water (6.90%), lactic acid culture (2.80%),  salt (0.90%), ",['lactic acid culture'],['butter->butternut'],"['butternut', 'rapeseed oil', 'water', 'salt']",0.5874958847736625
42,"['butter 89.0%', 'garlic puree 6.0%', 'salt garlic granulate 1.0%', 'garlic powder 0.7%', 'lactic acid culture 1.2%', 'pepper extract 0.1%']",DB999,LURPAK GARLIC BUTTER 12X125G,,"butter (89%), garlic puree (6%), salt (2%)garlic granulate (1%), garlic powder (0.70%), lactic acid culture (1.20%), pepper extract (0.10%)","['garlic puree', 'salt garlic granulate', 'garlic powder', 'lactic acid culture', 'pepper extract']",['butter->butternut'],['butternut'],0.0862
43,"[""pasteurised cow's milk nan%""]",DC033,CLOTTED CREAM RODDAS 907G,,pasteurised cow's milk,,"[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat']",0.61
44,"['pasteurised cream nan%', 'starter cultures nan%']",DC043,CREME FRAICHE MONTEBOURG 5 LITRE,,"pasteurised cream, starter cultures","['pasteurised cream', 'starter cultures']",,,
45,"['pasteurised cream nan%', 'lactic starter bacteria nan%']",DC053,CREME FRAICHE FRENCH 20CL 30%,,"pasteurised cream, lactic starter bacteria","['pasteurised cream', 'lactic starter bacteria']",,,
46,"[""pasteurised cow's milk nan%""]",DC089,CREAM CORNISH CLOTTED PTN FROZEN 48X40G,,pasteurised cow's milk ,,"[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat']",0.61
47,"['skimmed milk and skimmed milk solids nan%', 'milk protein concentrate nan%', 'starter culture nan%']",DM013,BUTTERMILK 5LTR,,"skimmed milk and skimmed milk solids, milk protein concentrate, starter culture","['skimmed milk and skimmed milk solids', 'milk protein concentrate', 'starter culture']",,,
48,"['water nan%', 'coconut oil nan%', 'modified potato starch nan%', 'gluten free oat fibre nan%', 'maize starch nan%', 'salt nan%', 'natural flavourings nan%', 'modified maize starch nan%', 'tricalcium citrate nan%', 'thickener (carrageenan e407)) nan%', 'thickener (guar gum e412)) nan%', 'acidity regulator (lactic acid e270) dairy free)) nan%', 'acidity regulator (sodium lactate e325) dairy free)) nan%', 'colour (mixed carotenes) nan%']",DM103,MOZZARELLA STYLE VEGAN GRATED 4X200G,,"water, coconut oil,modified potato starch, gluten free oat fibre, maize starch, salt, natural flavourings, modified maize starch, tricalcium citrate, thickener (carrageenan (e407)), thickener (guar gum (e412)), acidity regulator (lactic acid (e270) (dairy free))
acidity regulator (sodium lactate (e325) (dairy free)), colour (mixed carotenes)","['modified potato starch', 'gluten free oat fibre', 'maize starch', 'natural flavourings', 'modified maize starch', 'tricalcium citrate', 'thickener (carrageenan e407))', 'thickener (guar gum e412))', 'acidity regulator (lactic acid e270) dairy free))', 'acidity regulator (sodium lactate e325) dairy free))', 'colour (mixed carotenes)']",,"['water', 'coconut oil', 'salt']",1.0265333333333333
49,"['water nan%', 'modified starch nan%', 'vegetable oil nan%', 'salt nan%', 'trisodium citrate nan%', 'titanium dioxide nan%', 'potassium sorbate nan%', 'lactic acid nan%', 'beta carotene nan%', 'shea oil nan%', 'coconut oi nan%']",DM106,MOZZARELLA STYLE VEGANARELLA BLOCK 10KG,,"water, modified starch, vegetable oil (shea oil, coconut oil), salt, trisodium citrate, titanium dioxide, potassium sorbate, lactic acid, beta carotene","['modified starch', 'vegetable oil', 'trisodium citrate', 'titanium dioxide', 'potassium sorbate', 'lactic acid', 'beta carotene', 'shea oil']",['coconut oi->coconut oil'],"['water', 'salt', 'coconut oil']",1.0265333333333333
50,"['water nan%', 'coconut oil 29.0%', 'starch nan%', 'sea salt nan%', 'acidity regulator: glucono delta lactone nan%', 'flavourings nan%', 'olive extract nan%', 'vitamin b12 nan%']",DM108,VIOLIFE (VEGAN) 12X200G GREEK WHITE BLOC,,"water, coconut oil (29%), starch, sea salt, acidity regulator: glucono delta lactone, flavourings, olive extract, vitamin b12","['acidity regulator: glucono delta lactone', 'flavourings', 'olive extract', 'vitamin b12']","['starch->starch (corn)', 'sea salt->salt']","['water', 'coconut oil', 'starch (corn)', 'salt']",1.1614633333333333
51,"['water nan%', 'starch nan%', 'modified starch nan%', 'coconut oil 17.0%', 'sea salt nan%', 'rice protein nan%', 'flavourings nan%', 'olive extract nan%', 'colour: b-carotene nan%', 'vitamin b12 nan%']",DM110,PROSOCIANO VIOLIFE (VEGAN) 11X150G,,"water, starch, modified starch, coconut oil (17%), sea salt, rice protein, flavourings, olive extract, colour: b-carotene, vitamin b12","['modified starch', 'rice protein', 'flavourings', 'olive extract', 'colour: b-carotene', 'vitamin b12']","['starch->starch (corn)', 'sea salt->salt']","['water', 'starch (corn)', 'coconut oil', 'salt']",0.8914233333333333
52,"['medium fat soft cheese nan%', 'salt nan%', 'stabilisers nan%', 'acidity regulator: citric acid nan%', 'locust bean gum nan%', 'carrageena nan%']",DS019,PHILADELPHIA LIGHT 1.65KG,,"medium fat soft cheese, salt, stabilisers (locust bean gum, carrageenan), acidity regulator: citric acid","['medium fat soft cheese', 'stabilisers', 'acidity regulator: citric acid', 'locust bean gum', 'carrageena']",,['salt'],0.32
53,"['medium fat soft cheese (milk) nan%', 'salt nan%', 'stabiliser nan%', 'acidity regulator (citric acid e330)). nan%', 'locust bean gum e410) nan%']",DS023,PHILADELPHIA LIGHT 10KG,,"medium fat soft cheese (milk), salt, stabiliser [locust bean gum (e410), carrageenan (e407)], acidity regulator [citric acid (e330)].","['medium fat soft cheese (milk)', 'stabiliser', 'acidity regulator (citric acid e330)).', 'locust bean gum e410)']",,['salt'],0.32
54,"['curddressing nan%', 'milk nan%', 'skimmed milk nan%', 'skimmed milk powder nan%', 'cream nan%', 'salt contains: anti-caking agent  sodium hexacyanoferrate e535) nan%']",DS035,COTTAGE CHEESE CROXTON MANOR 2KG,,"curd(milk, microbial rennet, lactic culture)dressing(milk, skimmed milk, skimmed milk powder, cream, salt contains: anti-caking agent [ sodium hexacyanoferrate (e535)], preservative [potassium sorbate (e202)] lactic culture), ","['curddressing', 'skimmed milk', 'skimmed milk powder', 'salt contains: anti-caking agent  sodium hexacyanoferrate e535)']","['milk->goat milk', 'cream->cream, whipping, 38 % fat']","['goat milk', 'cream, whipping, 38 % fat']",3.2700000000000005
55,"['skimmed milk nan%', 'cream nan%', 'native starch nan%', 'salt nan%', 'bacterial starter culture nan%']",DS039,LUX SOFT CHEESE 24% FAT CROXTON 2KG GOLD,,"skimmed milk, cream,  native starch, salt, bacterial starter culture","['skimmed milk', 'native starch', 'bacterial starter culture']","['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'salt']",1.23
56,"['medium fat soft cheese nan%', 'salt nan%', 'stabilisers nan%', 'citric acid nan%', 'locust bean gum nan%', 'carrageena nan%']",DS057,PHILADELPHIA LIGHT 165G,,"medium fat soft cheese, salt , stabilisers (locust bean gum, carrageenan), citric acid","['medium fat soft cheese', 'stabilisers', 'citric acid', 'locust bean gum', 'carrageena']",,['salt'],0.32
57,"['skimmed milk nan%', 'cream nan%', 'salt nan%', 'bacterial starter culture nan%']",DS053,LOW FAT 7% SOFT CHEESE CROXTON 2KG BLUE,,"skimmed milk, cream, salt, bacterial starter culture","['skimmed milk', 'bacterial starter culture']","['cream->cream, whipping, 38 % fat']","['cream, whipping, 38 % fat', 'salt']",1.23
58,"[""pasteurised cow's milk nan%"", 'salt nan%', 'lactic ferments nan%', 'vegetarian rennet. nan%']",DU002,LEERDAMMER 225G,,"pasteurised cow's milk, salt, lactic ferments, vegetarian rennet.","['lactic ferments', 'vegetarian rennet.']","[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat', 'salt']",0.46499999999999997
59,"[""pasteurised cow's milk nan%"", 'salt nan%', 'lactic starter culture nan%', 'microbial rennet nan%']",DU020,EDAM RINDLESS BLOCK 3KG,,"pasteurised cow's milk, salt, lactic starter culture, microbial rennet","['lactic starter culture', 'microbial rennet']","[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat', 'salt']",0.46499999999999997
60,"[""pasteurised cow's milk nan%"", 'salt nan%', 'starter culture nan%', 'animal rennet nan%', 'colouring agent: carotenes nan%']",DU030,GOUDA YOUNG 4.5KG,,"pasteurised cow's milk, salt, starter culture, animal rennet, colouring agent: carotenes","['starter culture', 'animal rennet', 'colouring agent: carotenes']","[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat', 'salt']",0.46499999999999997
61,"[""pasteurised cow's milk nan%"", 'salt nan%', 'cumin nan%', 'starter culture nan%', 'animal rennet nan%', 'sodium nitrate nan%', 'colour: carotenes nan%']",DU052,GOUDA CUMIN 4KG,,"pasteurised cow's milk, salt, cumin, starter culture, animal rennet, sodium nitrate, colour: carotenes","['starter culture', 'animal rennet', 'sodium nitrate', 'colour: carotenes']","[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat', 'salt', 'cumin']",0.5251
62,"[""pasteurised cow's milk nan%"", 'salt nan%', 'microbial rennet starter culture nan%']",DU202,GOUDA ORGANIC SLICE 16X400G,,"pasteurised cow's milk, salt, microbial rennet starter culture ",['microbial rennet starter culture'],"[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat', 'salt']",0.46499999999999997
63,"[""pasteurised cow's milk nan%"", 'skimmed milk powder nan%', 'lactic culture nan%']",DY003,YOGHURT PEUPLIERS NATURAL 125GX12,,"pasteurised cow's milk, skimmed milk powder, lactic culture","['skimmed milk powder', 'lactic culture']","[""pasteurised cow's milk->milk, partly skimmed, 1.5 % fat""]","['milk, partly skimmed, 1.5 % fat']",0.61
64,"['pasteurised skimmed cows milk nan%', 'pasteurised skimmed condensed cows milk nan%', 'milk cream nan%', 'milk proteins nan%', 'yoghurt culture nan%']",DY009,YOGHURT GREEK 1KG,,"pasteurised skimmed cow�s milk, pasteurised skimmed condensed cow�s milk, milk cream 
milk proteins, yoghurt culture","['pasteurised skimmed cows milk', 'pasteurised skimmed condensed cows milk', 'milk cream', 'milk proteins', 'yoghurt culture']",,,
